,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished
305,306,306,combined,sub08,0.0,1.7987422275424496,3.1771851035510137,1.8,3.12,2-6-24,2,0.0,0.0,-0.0063822358235711,0.0199096665621231,1.7275657098399917,3.289852193469851,191,True
303,304,304,combined,sub08,0.0,-2.1934722666715984,3.1908858813639287,-1.8,3.12,1-23-24,1,0.0,0.0,0.0271152350943784,-0.0200111383656181,-2.119813173894531,3.2548528560977448,201,True
302,303,303,combined,sub04,0.0,1.5976375169956682,3.1980616826807213,1.8,3.12,2-11-24,2,0.0,0.0,0.0822795749297642,0.0849216651767165,1.6437152848880747,3.413204575200528,193,True
301,302,302,combined,sub07,0.0,-1.8251837762995464,3.1248168465733404,-1.8,3.12,1-20-24,1,0.0,0.0,0.0496842733522013,0.0813695377486233,-1.8044462937027503,3.1051590297417504,191,True
314,315,315,combined,sub08,0.0,3.056325953887875,1.687712574459798,3.12,1.8,3-5-24,3,0.0,0.0,0.0153593048322789,0.0668594457536673,2.779450390688834,2.0530681617635054,196,True
334,335,335,combined,sub07,0.0,-2.0882449992542984,2.5813628454108617,-1.8,3.12,1-23-24,1,0.0,0.0,0.0764455373404969,-0.0186607119565607,-2.1462586846103635,2.584214616250154,201,True
337,338,338,combined,sub04,0.0,3.426318431679358,1.857804057403504,3.12,1.8,3-12-24,3,0.0,0.0,0.0059928817777491,0.0701841768918001,3.4896250545140712,1.346122940057025,186,True
338,339,339,combined,sub07,0.0,-2.8369288792552743,1.6557971520531325,-3.12,1.8,0-16-24,0,0.0,0.0,-0.0090195084586784,0.0036211796204543,-2.877490341120039,1.9502879225822365,186,True
387,390,390,combined,sub04,0.0,1.6241550990574238,2.8930341272813203,1.8,3.12,2-11-24,2,0.0,0.0,-0.0623825785515594,0.0429131974879594,1.3083395703424754,2.985891896230933,181,True
384,387,387,combined,sub06,0.0,-2.641497005158345,1.7296597867383865,-3.12,1.8,0-15-24,0,0.0,0.0,-0.0284163490516648,0.0535022408323474,-2.736241304847062,1.905224589122688,191,True
380,383,383,combined,sub08,0.0,-2.8720971284801555,1.4280391244928834,-3.12,1.8,0-16-24,0,0.0,0.0,0.0320243116383484,0.0804791467960357,-2.9619995713282217,1.8508717300798088,161,True
379,382,382,combined,sub02,0.0,-1.7936566151345772,3.6256623176962792,-1.8,3.12,1-20-24,1,0.0,0.0,0.0085786322892786,0.0771760130944344,-1.7886654028947189,3.525816010525513,187,True
378,381,381,combined,sub08,0.0,-3.308903400181701,2.044223780424112,-3.12,1.8,0-15-24,0,0.0,0.0,0.049979021591249,0.0895171500114676,-2.931736743629947,1.7296881697904518,222,True
377,380,380,combined,sub03,0.0,-3.2452505776666154,2.073970082541584,-3.12,1.8,0-16-24,0,0.0,0.0,0.0665473353155139,0.0644242021878102,-3.383667568322885,1.9281539067573328,186,True
376,379,379,combined,sub03,0.0,3.103991428478148,1.54072702404966,3.12,1.8,3-5-24,3,0.0,0.0,-0.0175100728742323,0.0525670100625186,3.0428508818024693,1.552939092960366,208,True
374,377,377,combined,sub02,0.0,1.6238515624131835,3.125397231494805,1.8,3.12,2-8-24,2,0.0,0.0,-0.0970965116314137,-0.0537004802961086,1.599050561762989,3.2882654121022976,166,True
370,373,373,combined,sub02,0.0,-2.0161209986443454,3.130028069223024,-1.8,3.12,1-19-24,1,0.0,0.0,0.038764404819682,0.1068701191353265,-1.3227101692057786,3.2406097892329115,188,True
366,369,369,combined,sub07,0.0,-2.977343272159385,1.606498411123113,-3.12,1.8,0-21-24,0,0.0,0.0,0.0615126774790983,-0.0210961080320317,-3.2158558097167123,2.178135405661776,196,True
359,362,362,combined,sub07,0.0,-3.611742363863245,1.4597996676956313,-3.12,1.8,0-21-24,0,0.0,0.0,0.0211107967452483,0.0048780245239616,-3.796399762376839,1.763080448438912,213,True
352,355,355,combined,sub06,0.0,-2.8953851480402912,1.4861527936522547,-3.12,1.8,0-16-24,0,0.0,0.0,0.0986559865012303,-0.0022731759748298,-3.12678645348858,1.37784660878757,185,True
347,350,350,combined,sub07,0.0,-2.5410745714699527,1.6096017235804694,-3.12,1.8,0-14-24,0,0.0,0.0,0.0117626954933059,0.0589758608432348,-2.573713625800297,1.74873295209062,198,True
343,344,344,combined,sub03,0.0,1.7783122395244757,2.8121358815420834,1.8,3.12,2-6-24,2,0.0,0.0,-0.0021274348111804,0.0824986661094635,2.550432152147501,2.858628486312188,196,True
342,343,343,combined,sub04,0.0,-3.041573505609203,1.8095107803270465,-3.12,1.8,0-14-24,0,0.0,0.0,0.0138490211972392,0.0734324245396135,-2.9547155519044286,1.773676992412919,161,True
680,686,686,combined,sub04,0.0,-2.856901399260276,1.8992597036043792,-3.12,1.8,0-17-24,0,0.0,0.0,0.1155529547963698,-0.0341871229303641,-2.945869320162692,1.5802188995662367,171,True
340,341,341,combined,sub07,0.0,2.9259657946074795,2.3241976458392903,3.12,1.8,3-5-24,3,0.0,0.0,-0.1000322160450507,0.0573026234142955,3.1141648218999336,2.2559591965401604,181,True
300,301,301,combined,sub03,0.0,2.9449508339967663,1.5346542755267536,3.12,1.8,3-7-24,3,0.0,0.0,-0.0627955854050238,0.046590389315467,3.2383729995068777,1.7273560305907458,191,True
392,395,395,combined,sub04,0.0,-3.433628124664678,1.866131563981116,-3.12,1.8,0-16-24,0,0.0,0.0,0.057563330469625,0.0565048419081843,-3.008473671755729,1.500522476414475,166,True
298,299,299,combined,sub02,0.0,2.9909541927067216,1.357252819270674,3.12,1.8,3-5-24,3,0.0,0.0,-0.0807711928622799,0.0763353130545588,3.0656917420746512,2.0242904855844377,192,True
293,294,294,combined,sub04,0.0,3.412342823762196,1.4005022459047198,3.12,1.8,3-5-24,3,0.0,0.0,-0.0370320950932364,-0.0638781435455077,3.402613463529317,1.4333807980752713,187,True
216,216,216,combined,sub06,0.0,-1.9875930370615456,3.337967426597241,-1.8,3.12,1-22-24,1,0.0,0.0,0.0594423691456189,0.015528595158266,-1.8126057640222155,3.338160238323062,197,True
210,210,210,combined,sub07,0.0,1.9425006234055,3.4654358267161784,1.8,3.12,2-11-24,2,0.0,0.0,-0.0738678292147852,0.0689920029933827,1.946359601174223,3.398073684188813,188,True
207,207,207,combined,sub02,0.0,1.5179395530060649,2.4785307357820754,1.8,3.12,2-11-24,2,0.0,0.0,0.0117052918135041,0.0633597657553666,1.187934037446097,3.185727220108481,186,True
203,203,203,combined,sub04,0.0,2.7820563256205872,1.6533295861846755,3.12,1.8,3-12-24,3,0.0,0.0,0.0191730299789805,0.1150909392125471,3.160665227665689,2.039234776353888,197,True
202,202,202,combined,sub08,0.0,2.954877050881,1.5463927666920494,3.12,1.8,3-12-24,3,0.0,0.0,-0.0080171425332022,0.1119651590931094,3.509007098464458,1.4071244950145172,181,True
197,197,197,combined,sub02,0.0,-2.695279527510672,1.9012659495936528,-3.12,1.8,0-14-24,0,0.0,0.0,-0.0590385699914791,0.0600597249343769,-2.9428401044759296,1.9860424923482567,176,True
191,191,191,combined,sub03,0.0,2.8227447519497537,1.6506145615438852,3.12,1.8,3-5-24,3,0.0,0.0,-0.0344667260644948,-0.0059212260293693,3.097846243999072,1.7751829891997593,185,True
218,218,218,combined,sub07,0.0,1.8933396290955269,2.7067302902689248,1.8,3.12,2-10-24,2,0.0,0.0,0.0713606167651603,0.0550578555937712,1.0305578258018566,3.208035698839051,197,True
190,190,190,combined,sub04,0.0,-1.6295862954662337,3.3708048974741245,-1.8,3.12,1-19-24,1,0.0,0.0,0.0015447013759176,0.1202048464058957,-1.0738396606150706,3.1726754275191333,181,True
186,186,186,combined,sub04,0.0,-2.8032612869008977,1.6277659044631128,-3.12,1.8,0-15-24,0,0.0,0.0,-0.0329519245671958,0.0166226607002447,-2.8589192786877797,1.8725155796445925,177,True
185,185,185,combined,sub03,0.0,-1.7111160690680232,3.226077113567152,-1.8,3.12,1-23-24,1,0.0,0.0,0.0804989266480881,0.0811524927346508,-2.2140713506225222,3.0537237818273364,202,True
184,184,184,combined,sub08,0.0,1.603238710195541,2.9121741338931018,1.8,3.12,2-8-24,2,0.0,0.0,-0.1202258598532702,-0.0119410543743533,1.6269757964997846,3.408233185231765,188,True
181,181,181,combined,sub08,0.0,3.066704097072244,1.6478944204310908,3.12,1.8,3-7-24,3,0.0,0.0,-0.0916131880863027,0.041825365250844,2.4557131583940945,2.10130558628896,176,True
179,179,179,combined,sub04,0.0,-1.64913452206707,3.282155336591736,-1.8,3.12,1-18-24,1,0.0,0.0,0.0234086549249859,-0.0051270886951241,-1.5219041452851232,3.51349463457562,166,True
176,176,176,combined,sub04,0.0,-1.8544290511312096,3.3973794020016386,-1.8,3.12,1-20-24,1,0.0,0.0,0.050898572749746,-0.034262853871371,-1.383273520302858,3.555408649603552,176,True
172,172,172,combined,sub02,0.0,-3.680036847469812,2.028483483730793,-3.12,1.8,0-21-24,0,0.0,0.0,0.0913080131367689,0.0330473831827725,-3.516943543950204,1.4352481207719374,216,True
188,188,188,combined,sub03,0.0,-2.0095207292878685,3.1920902993125955,-1.8,3.12,1-22-24,1,0.0,0.0,0.0299803759666864,0.0243908870300275,-1.964077390382984,3.3590003844772003,172,True
223,223,223,combined,sub07,0.0,2.935821297648135,2.0972737628543965,3.12,1.8,3-13-24,3,0.0,0.0,0.0393832671494681,0.1075782449883416,3.296565976616624,1.736887452872621,176,True
228,228,228,combined,sub08,0.0,1.5827543082505555,3.24458341386228,1.8,3.12,2-10-24,2,0.0,0.0,-0.1098942788827853,0.0107624567013568,2.056341231734141,3.2697285493250767,186,True
229,229,229,combined,sub04,0.0,1.9529821312593496,2.956947922997366,1.8,3.12,2-4-24,2,0.0,0.0,-0.0659500038357219,0.0435457928731818,2.075476012572937,2.910856512826431,206,True
292,293,293,combined,sub06,0.0,-1.7515733383407155,3.5261957345573904,-1.8,3.12,1-23-24,1,0.0,0.0,0.0446181219158173,0.015483480996916,-1.6363001629365173,3.3047567190663814,186,True
286,287,287,combined,sub07,0.0,-1.485281850456833,3.1069645185732977,-1.8,3.12,1-20-24,1,0.0,0.0,0.0624564525791683,0.0007129498738908,-1.4843836039540608,3.243393537913445,176,True
282,283,283,combined,sub04,0.0,-1.868933346820072,3.43243378466048,-1.8,3.12,1-22-24,1,0.0,0.0,0.0631749829197248,0.0532457916091781,-1.516625423797655,3.370768033439677,176,True
280,281,281,combined,sub04,0.0,-1.9115828851968584,3.520970745842506,-1.8,3.12,1-20-24,1,0.0,0.0,0.029336842646421,0.0610168969071336,-1.7037759417671323,3.158794341870082,186,True
270,271,271,combined,sub08,0.0,-1.5573174260797051,2.9042608023970344,-1.8,3.12,1-22-24,1,0.0,0.0,0.100664450112881,-0.0030325211507759,-2.036717612998873,2.669596576793108,201,True
267,268,268,combined,sub03,0.0,3.259920380350988,1.4211061480494278,3.12,1.8,3-9-24,3,0.0,0.0,-0.037344956166971,0.0293047334518899,3.463838373786198,1.4887718951838451,193,True
265,266,266,combined,sub07,0.0,-3.1961372733236204,1.8857317024993143,-3.12,1.8,0-14-24,0,0.0,0.0,0.0430544562984601,0.1103364729097554,-3.0642804676156725,1.8706478305895389,156,True
264,265,265,combined,sub06,0.0,1.919282987593979,2.9426656035946155,1.8,3.12,2-6-24,2,0.0,0.0,-0.0984279898275112,0.0460213699955222,2.0934289735366813,2.990892060706101,182,True
260,261,261,combined,sub07,0.0,1.7127156767921,3.2180332118201185,1.8,3.12,2-8-24,2,0.0,0.0,-0.0629298559660893,0.0265978224227143,1.8172425896744395,3.436680846584285,171,True
259,260,260,combined,sub06,0.0,1.94682841762684,3.4450591001686264,1.8,3.12,2-11-24,2,0.0,0.0,-0.0294262265997886,0.0620672741280754,1.998546791144172,3.345597218358116,186,True
257,258,258,combined,sub02,0.0,-2.825933317922509,1.5313232049605174,-3.12,1.8,0-17-24,0,0.0,0.0,0.0565304741231011,-0.0722265572324585,-2.990742135876998,1.807285917096256,202,True
253,254,254,combined,sub04,0.0,-1.6531571103057787,3.48422771790093,-1.8,3.12,1-23-24,1,0.0,0.0,0.1023085512166437,-0.0390002139577089,-2.107400596217444,2.949098844141888,181,True
246,247,247,combined,sub07,0.0,1.8498021272293312,2.8802850130551385,1.8,3.12,2-4-24,2,0.0,0.0,-0.0658868502637055,-0.025188317815508,2.3292449968253446,2.909987892689357,203,True
241,242,242,combined,sub03,0.0,2.1743045125826583,1.4023371114302774,3.12,1.8,3-12-24,3,0.0,0.0,-0.0007186444861711,0.0953963640592639,2.244053196678409,2.4573016301822763,207,True
239,240,240,combined,sub08,0.0,-2.70675269812041,1.8209240684842325,-3.12,1.8,0-17-24,0,0.0,0.0,0.0593652674728037,0.0264970756922372,-2.843276990273522,1.6203444125913398,195,True
235,235,235,combined,sub07,0.0,-2.805465279328176,1.9899348806881347,-3.12,1.8,0-15-24,0,0.0,0.0,-0.0393399070646821,0.0871462548885159,-3.1205895218389363,1.922119045344121,171,True
231,231,231,combined,sub06,0.0,-1.819584661021569,2.768173372169509,-1.8,3.12,1-23-24,1,0.0,0.0,0.1005636512268783,0.0188575101155258,-1.4459943185428563,3.039271641665141,202,True
297,298,298,combined,sub08,0.0,-1.8889521103951528,2.8421913914870296,-1.8,3.12,1-22-24,1,0.0,0.0,0.0225730524245329,0.0368576331482827,-1.8171523455005667,3.190123277019909,172,True
394,397,397,combined,sub06,0.0,3.043748127733213,1.919539686176096,3.12,1.8,3-5-24,3,0.0,0.0,-0.0718015546223784,0.0359155812885867,3.5172920284922222,1.8491616247016205,181,True
396,399,399,combined,sub03,0.0,2.8842519343893747,2.1879323283729386,3.12,1.8,3-9-24,3,0.0,0.0,-0.0471745878991754,0.0630654572675036,2.8873139024706727,1.8492448426111916,191,True
398,401,401,combined,sub07,0.0,3.2498568927541407,1.7604784126946609,3.12,1.8,3-13-24,3,0.0,0.0,-0.0013979207478539,0.1213577835962521,2.997164198255125,1.880053260736088,173,True
614,620,620,combined,sub04,0.0,3.123625699831292,1.6598376991749562,3.12,1.8,3-7-24,3,0.0,0.0,-0.0904685833857161,0.002935365399592,3.326875924710322,1.8699533194904192,176,True
613,619,619,combined,sub03,0.0,1.831902038655252,3.3594056586846763,1.8,3.12,2-4-24,2,0.0,0.0,-0.0341612466810175,0.0604836708404049,1.5897042750568355,3.245108557976926,191,True
611,617,617,combined,sub03,0.0,1.2323409645351044,3.2867737844320755,1.8,3.12,2-8-24,2,0.0,0.0,-0.0520829351888715,-0.0405074339229494,1.055703290860165,3.036647780372667,182,True
607,612,612,combined,sub06,0.0,-2.9154722859738627,1.6258487923865068,-3.12,1.8,0-16-24,0,0.0,0.0,0.0960849920836141,0.0356058237678089,-2.934859640114479,1.9427252543113351,192,True
593,598,598,combined,sub03,0.0,-1.5194915715748836,3.326270687819105,-1.8,3.12,1-19-24,1,0.0,0.0,0.1141954349870316,-0.0021328829695166,-1.9595296911013735,2.948167551760398,186,True
590,595,595,combined,sub08,0.0,-2.7199309354738004,1.6763959577182608,-3.12,1.8,0-14-24,0,0.0,0.0,-0.0160814805135957,0.0631908633379164,-3.200524584643323,1.577663980316723,156,True
589,594,594,combined,sub02,0.0,1.3131220967029895,3.193299495240012,1.8,3.12,2-4-24,2,0.0,0.0,-0.0810438040190721,0.0469164045458744,1.311299850821756,3.433812079010172,196,True
615,621,621,combined,sub02,0.0,-3.187073442999186,1.840201257784796,-3.12,1.8,0-14-24,0,0.0,0.0,-0.0105554542203634,0.0476562180995559,-2.985615820612033,2.1134047570011023,151,True
575,580,580,combined,sub08,0.0,3.3093556868898726,1.9645584216556045,3.12,1.8,3-5-24,3,0.0,0.0,-0.0692667418252695,0.039198680046864,3.684399425005776,1.856659264572612,186,True
569,573,573,combined,sub06,0.0,2.001755065943647,2.9903130871758603,1.8,3.12,2-8-24,2,0.0,0.0,-0.1075302558525355,-0.0034915153342755,2.228209940021304,2.9638194996885394,164,True
566,570,570,combined,sub04,0.0,-2.6502451735192727,1.7693388642944128,-3.12,1.8,0-14-24,0,0.0,0.0,0.0393405394697184,0.0842098704147709,-2.8770711971937746,1.710125670604156,177,True
561,565,565,combined,sub03,0.0,1.8115085436651508,2.90617662954876,1.8,3.12,2-4-24,2,0.0,0.0,-0.0235855812691278,0.0597145938178492,1.7271684235702234,2.831736694372469,201,True
559,563,563,combined,sub07,0.0,1.4347812492876493,3.218646777044037,1.8,3.12,2-8-24,2,0.0,0.0,-0.0823994796755436,-0.0195113998881038,1.2014905577644557,3.281034333163458,172,True
555,559,559,combined,sub03,0.0,1.5845119496595703,3.4127181405045808,1.8,3.12,2-10-24,2,0.0,0.0,-0.0274117271523067,0.0601950362052565,1.2051750218340225,3.341361873539955,218,True
553,557,557,combined,sub02,0.0,2.9945759489681967,2.238052774398537,3.12,1.8,3-12-24,3,0.0,0.0,-0.0327632021482152,0.0873746359581268,2.7831972050241025,2.2725088973695646,181,True
548,552,552,combined,sub06,0.0,1.9458287269771524,3.07455924331813,1.8,3.12,2-11-24,2,0.0,0.0,0.0144000530233278,0.106493955117013,1.7163492371509697,3.086880255399824,181,True
574,579,579,combined,sub03,0.0,3.0037883766612525,2.1798711540622007,3.12,1.8,3-7-24,3,0.0,0.0,-0.0723368594583486,-0.04235513850114,2.9072568363052174,1.9509615739958053,193,True
617,623,623,combined,sub03,0.0,3.4120133250420235,1.7004268501726754,3.12,1.8,3-13-24,3,0.0,0.0,0.0376811134253441,0.0765749231042967,3.2391569195977343,1.855492503468932,166,True
618,624,624,combined,sub03,0.0,-1.6499825567606037,3.339296131233036,-1.8,3.12,1-20-24,1,0.0,0.0,0.0598634574570717,-0.0186400030047029,-1.236935896264054,3.508288378347925,202,True
624,630,630,combined,sub04,0.0,-1.516583394506521,2.785838132280416,-1.8,3.12,1-23-24,1,0.0,0.0,0.0872526410203482,-0.0371487978790958,-1.51402438440352,3.1689690330542564,219,True
676,682,682,combined,sub08,0.0,3.0188553871463184,1.6385450616386124,3.12,1.8,3-13-24,3,0.0,0.0,-0.0319835083449494,0.0307716324289692,3.123110739689598,1.65410961263943,172,True
675,681,681,combined,sub08,0.0,2.905088279774652,1.703757946114172,3.12,1.8,3-13-24,3,0.0,0.0,-0.0772916059284939,-0.0247759792606506,2.980717004630871,1.6727416277806737,192,True
672,678,678,combined,sub06,0.0,3.129269227891513,2.31002620556182,3.12,1.8,3-7-24,3,0.0,0.0,0.0551768996232095,0.0771549657858486,3.4504210983498727,2.053327968879397,191,True
665,671,671,combined,sub08,0.0,-1.6028484740229332,3.344553525004017,-1.8,3.12,1-20-24,1,0.0,0.0,0.0228391329336937,-0.0452602762642871,-1.6300499670945678,3.312595237997555,186,True
662,668,668,combined,sub04,0.0,-1.5873560372905178,3.127671511493187,-1.8,3.12,1-19-24,1,0.0,0.0,0.1096594912645186,-0.0134550794156467,-1.78274241140474,3.010577930498892,176,True
661,667,667,combined,sub07,0.0,2.730149450954917,1.9218658764491696,3.12,1.8,3-12-24,3,0.0,0.0,0.0262332727956918,0.0855795942035156,2.6725374030121483,1.8352858960764156,196,True
660,666,666,combined,sub08,0.0,2.9144724893050777,1.8450833229185544,3.12,1.8,3-9-24,3,0.0,0.0,-0.0101574017264468,0.0636940602274275,3.1785533494296385,2.399883207913464,181,True
653,659,659,combined,sub08,0.0,3.2155065061619594,1.91109650765658,3.12,1.8,3-7-24,3,0.0,0.0,-0.0468323583455424,0.0553675833395473,3.911913385677469,1.5644127600699538,186,True
652,658,658,combined,sub04,0.0,-3.3862897009016515,1.6110523774421897,-3.12,1.8,0-16-24,0,0.0,0.0,-0.0002244544741893,0.0967465774709808,-3.430867092450337,1.7218515175713924,196,True
646,652,652,combined,sub06,0.0,3.4757777912905805,1.4965627712358134,3.12,1.8,3-5-24,3,0.0,0.0,-0.0519531324074228,0.0457770989665902,3.1499509094513303,1.7631767825412146,187,True
643,649,649,combined,sub07,0.0,3.2404511534406697,1.2939967424333685,3.12,1.8,3-9-24,3,0.0,0.0,0.0091905505747797,0.0457322543694723,3.189657662283106,1.4473750704518231,197,True
641,647,647,combined,sub06,0.0,-3.11874322640378,1.613720140842385,-3.12,1.8,0-17-24,0,0.0,0.0,0.0613824897725339,0.020203740726678,-3.5822454401932005,1.3052415238028423,201,True
639,645,645,combined,sub04,0.0,2.839296524279173,1.8458973041847104,3.12,1.8,3-13-24,3,0.0,0.0,0.0241772107787705,0.0428569926830442,3.070869659333668,1.8643704044884115,176,True
637,643,643,combined,sub02,0.0,2.9168889446508137,1.4009033355693692,3.12,1.8,3-7-24,3,0.0,0.0,-0.0788039500342201,0.0810300430444983,3.012708127824139,1.7382286809984484,181,True
629,635,635,combined,sub08,0.0,1.1619095525574952,3.1932151246024523,1.8,3.12,2-10-24,2,0.0,0.0,-0.0935489199331543,0.055518896449542,1.923339137467635,3.1614987177901828,172,True
627,633,633,combined,sub06,0.0,1.5866263711763169,2.6670444374412905,1.8,3.12,2-4-24,2,0.0,0.0,-0.0442153105604464,0.0282051721905253,2.088588700439632,2.4989855103178336,213,True
626,632,632,combined,sub08,0.0,-2.4627274046948924,3.164459427989533,-1.8,3.12,1-19-24,1,0.0,0.0,0.0458892155717433,0.0158722757577337,-2.0124559774353443,3.4132279192361152,176,True
545,549,549,combined,sub06,0.0,-1.716635405594093,2.9795303038416336,-1.8,3.12,1-20-24,1,0.0,0.0,0.0090638728832976,0.047661516944802,-1.5348283092029398,3.062599875413168,211,True
544,548,548,combined,sub02,0.0,-3.15516930001952,1.5964143218763291,-3.12,1.8,0-16-24,0,0.0,0.0,-0.0221584736087285,0.0685095835479163,-3.183376595532131,1.9544380207724883,178,True
543,547,547,combined,sub03,0.0,-3.03740244078472,1.6351337801641277,-3.12,1.8,0-21-24,0,0.0,0.0,0.062650636513354,0.0409703914419387,-3.076973841393936,1.83760202146984,187,True
542,546,546,combined,sub02,0.0,4.314291070785013,2.4089754201324323,3.12,1.8,3-12-24,3,0.0,0.0,-0.0059449413759538,0.0599772772035207,3.68355070352792,1.7861428411117763,196,True
473,476,476,combined,sub04,0.0,3.500000208805811,1.3805934965038318,3.12,1.8,3-5-24,3,0.0,0.0,-0.1140987582908088,0.0313453232972096,2.8895451257900926,1.8762887807316453,202,True
460,463,463,combined,sub04,0.0,1.5914949020671592,2.9206967688224883,1.8,3.12,2-6-24,2,0.0,0.0,-0.0397135338851242,0.1150192882150507,1.6555806438372669,3.064586131352718,172,True
457,460,460,combined,sub02,0.0,1.8804808988656896,2.8353001184390982,1.8,3.12,2-10-24,2,0.0,0.0,-0.0170885746873169,0.0187894992057518,1.741429397092655,3.037147487367708,192,True
453,456,456,combined,sub03,0.0,-1.6329274012362358,2.9304811516718785,-1.8,3.12,1-20-24,1,0.0,0.0,0.0665202783306024,0.0354647078578207,-1.7630166861668066,2.824706651433988,177,True
452,455,455,combined,sub02,0.0,-1.915402285370413,3.2107957332872883,-1.8,3.12,1-18-24,1,0.0,0.0,0.006574515079266,0.044779686879354,-2.604257678530045,3.143264235116716,193,True
448,451,451,combined,sub06,0.0,-3.510358608572006,2.165236483429537,-3.12,1.8,0-15-24,0,0.0,0.0,-0.0374409836229321,0.0911528440100798,-3.236911476850532,2.2974934603511628,197,True
445,448,448,combined,sub07,0.0,1.3399918652331209,2.7725281732838645,1.8,3.12,2-11-24,2,0.0,0.0,0.026065316304714,0.1111764067002746,1.705919461834858,2.922299864007197,180,True
431,434,434,combined,sub02,0.0,1.5911869083816332,2.9041151880778084,1.8,3.12,2-8-24,2,0.0,0.0,-0.0086956331432421,0.0772233082574538,1.6842418678081572,2.9259276200592788,186,True
424,427,427,combined,sub04,0.0,3.0548431165260688,1.5413726285702931,3.12,1.8,3-9-24,3,0.0,0.0,-0.0761082222688185,0.0773579956254372,3.525145212813941,1.4842335489555625,176,True
423,426,426,combined,sub03,0.0,1.7817216922548502,2.4751720483591493,1.8,3.12,2-8-24,2,0.0,0.0,0.0315504989024335,0.1053154804293012,1.694581302999374,2.8604297330353856,166,True
422,425,425,combined,sub03,0.0,-1.6390774512774675,3.0230644439036154,-1.8,3.12,1-18-24,1,0.0,0.0,0.0147196518088454,0.0103583876850252,-1.7133351147770244,3.1284533313119254,171,True
411,414,414,combined,sub08,0.0,-2.985933558450781,1.4165068046575566,-3.12,1.8,0-14-24,0,0.0,0.0,0.0483289890191586,0.0654193764367381,-3.359442808977675,1.5867193143713203,176,True
410,413,413,combined,sub02,0.0,-1.7180329466226634,3.8819091725206585,-1.8,3.12,1-23-24,1,0.0,0.0,0.0935706490369195,-0.0171971097370771,-1.47291402877066,3.321617549355107,191,True
408,411,411,combined,sub06,0.0,2.804641537476414,1.9030310979207123,3.12,1.8,3-9-24,3,0.0,0.0,-0.0299164753396936,0.0790387346253627,2.3587510771754423,2.159972319602874,191,True
403,406,406,combined,sub07,0.0,-1.6815112838364092,2.732828621449335,-1.8,3.12,1-19-24,1,0.0,0.0,0.0795700171300417,-0.0082452047407388,-1.758301905326273,3.1015400457336373,186,True
